信托机构名称    D10001000000-安徽国元信托有限责任公司;D10002000002-建元信托股份有限公司;D10003000004-百瑞信托有限责任公司;D10004000006-北方国际信托股 份有限公司;D10005000008-北京国际信托有限公司;D10006000001-渤海国际信托股份有限公司;D10007000001-长安国际信托股份有限公司;D10008000003-长城新盛信托有限责任公司;D10009000005-重庆国际信托股份有限公司;D10010000007-大业信托有限责任公司;D10011000009-东莞信托有限公司;D10012000000-国通信托有限责任公司;D10013000002-光大兴陇信托有限责任公司;D10014000004-广东粤财信托有限公司;D10015000006-国联信托股份有限公司;D10016000008-国民信托有限公司;D10017000001-国投泰康信托有限公司;D10018000001-杭州工商信托股份有限公司;D10019000003-湖南省财信信托有限责任公司;D10020000005-华澳国际信托有限公司;D10021000007-华宝信托有限责任公司;D10022000009-华宸信托有限责任公司;D10023000000-华能贵诚信托有限公司;D10024000002-华融国际信托有限责任公司;D10025000004-华润深国投信托有限公司;D10026000006-华鑫国际信托有限公司;D10027000008-华信信托股份有限公司;D10028000001-吉林省信托有限责任公司;D10029000001-建信信托有限责任公司;D10030000003-江苏省国际信托有限责任公司;D10031000005-交银国际信托有限公司;D10032000007-昆仑信托有限责任公司;D10033000009-陆家嘴国际信托有限公司;D10034000000-平安信托有限责任公司;D10035000002-山东省国际信托股份有限公司;D10036000004-山西信托股份有限公司;D10037000006-陕西省国际信托股份有限公司;D10038000008-上海爱建信托有限责任公司;D10039000001-上海国际信托有限公司;D10040000001-四川信托有限公司;D10041000003-苏州信托有限公司;D10042000005-天津信托有限责任公司;D10043000007-万向信托股份公司;D10044000009-五矿国际信托有限公司;D10045000000-西部信托有限公司;D10046000002-西藏信托有限公司;D10047000004-厦门国际信托有限公司;D10049000008-新时代信托股份有限公司;D10050000001-兴业国际信托有限公司;D10051000001-英大国际信托有限责任公司;D10052000003-云南国际信托有限公司;D10053000005-浙商金汇信托股份有限公司;D10054000007-中诚信托有限责任公司;D10055000009-中国对外经济贸易信托有限公司;D10056000000-中国金谷国际信托有限责任公司;D10057000002-中国民生信托有限公司;D10058000004-中海信托股份有限公司;D10059000006-中航信托股份有限公司;D10060000008-中建投信托股份有限公司;D10061000001-雪松国际信托股份有限公司;D10062000001-中粮信托有限责任公司;D10063000003-中融国际信托有限公司;D10064000005-中泰信托有限责任公司;D10065000007-中铁信托有限责任公司;D10066000009-中信信托有限责任公司;D10067000000-中原信托有限公司;D10068000002-紫金信托有限责任公司;D19999000007-中国信托业保障基金有限责任公司;
推介地2 001001-全国;002001-其他国家或地区;003001-北京市;004001-天津市;005001-石家庄市;005002-唐山市;005003-秦皇岛市;005004-邯郸市;005005-邢台市;005006-保定市;005007-张家口市;005008-承德市;005009-沧州市;005010-廊坊市;005011-衡水市;006001-太原市;006002-大同市;006003-阳泉市;006004-长治市;006005-晋城市;006006-朔州市;006007-晋中市;006008-运城市;006009-忻州市;006010-临汾市;006011-吕梁市;007001-呼和浩特市;007002-包头市;007003-乌海市;007004-赤峰市;007005-通辽市;007006-鄂尔多斯市;007007-呼伦贝尔市;007008-巴彦淖尔市;007009-乌兰察布市;007010-兴安盟;007011-锡林郭勒盟;007012-阿拉善盟;008001-沈阳市;008002- 大连市;008003-鞍山市;008004-抚顺市;008005-本溪市;008006-丹东市;008007-锦州市;008008-营口市;008009-阜新市;008010-辽阳市;008011-盘锦市;008012-铁岭市;008013-朝阳市;008014-葫芦岛市;009001-长春市;009002-吉林市;009003-四平市;009004-辽源市;009005-通化市;009006-白山市;009007-松原市;009008-白城市;009009-延边朝鲜族自治州;010001-哈尔滨市;010002-齐齐哈尔市;010003-鸡西市;010004-鹤岗市;010005-双鸭山市;010006-大庆市;010007-伊春市;010008-佳木斯市;010009-七台河市;010010-牡丹江市;010011-黑河市;010012-绥化市;010013-大兴安岭地区;011001-上海市;012001-南京市;012002-无锡市;012003-徐州市;012004-常州市;012005-苏州市;012006-南通市;012007-连云港市;012008-淮安市;012009-盐城市;012010-扬州市;012011-镇江市;012012-泰州市;012013-宿迁市;013001-杭州市;013002-宁波市;013003-温州市;013004-嘉兴市;013005-湖州市;013006-绍兴市;013007-金华市;013008-衢州市;013009-舟山市;013010-台州市;013011-丽水市;014001-合肥市;014002-芜湖市;014003-蚌埠市;014004-淮南市;014005-马鞍山市;014006-淮北市;014007-铜陵市;014008-安庆市;014009-黄山市;014010-滁州市;014011-阜阳市;014012-宿州市;014013-六安市;014014-亳州市;014015-池州市;014016-宣城市;015001-福州市;015002-厦门市;015003-莆田市;015004-三明市;015005-泉州市;015006-漳州市;015007-南平市;015008-龙岩市;015009-宁德市;016001-南昌市;016002-景德镇市;016003-萍乡市;016004-九江市;016005-新余市;016006-鹰潭市;016007-赣州市;016008-吉安市;016009-宜春市;016010-抚州市;016011-上饶市;017001-济南市;017002-青岛市;017003-淄博市;017004-枣庄市;017005-东营市;017006-烟台市;017007-潍坊市;017008-济宁市;017009-泰安市;017010-威海市;017011-日照市;017012-临沂市;017013-德州市;017014-聊城市;017015-滨州市;017016-菏泽市;018001-郑州市;018002-开封市;018003-洛阳市;018004-平顶山市;018005-安阳市;018006-鹤壁市;018007-新乡市;018008-焦作市;018009-濮阳市;018010-许昌市;018011-漯河市;018012-三门峡市;018013-南阳市;018014-商丘市;018015-信阳市;018016-周口市;018017-驻马店市;019001-武汉市;019002-黄石市;019003-十堰市;019004-宜昌市;019005-襄阳市;019006-鄂州市;019007-荆门市;019008-孝感市;019009-荆州市;019010-黄冈市;019011-咸宁市;019012-随州市;019013-恩施土家族苗族自治州;020001-长沙市;020002-株洲市;020003-湘潭市;020004-衡阳市;020005-邵阳市;020006-岳阳市;020007-常德市;020008-张家界市;020009-益阳市;020010-郴州市;020011-永州市;020012-怀化市;020013-娄底市;020014-湘西土家族苗族自治州;021001-广州市;021002-韶关市;021003-深圳市;021004-珠海市;021005-汕头市;021006-佛山市;021007-江门市;021008-湛江市;021009-茂名市;021010-肇庆市;021011-惠州市;021012-梅州市;021013-汕尾市;021014-河源市;021015-阳江市;021016-清远市;021017-东莞市;021018-中山市;021019-潮州市;021020-揭阳市;021021-云浮市;022001-南宁市;022002-柳州市;022003-桂林市;022004-梧州市;022005-北海市;022006-防城港市;022007-钦州市;022008-贵港市;022009-玉林市;022010-百色市;022011-贺州市;022012-河池市;022013-来宾市;022014-崇左市;023001-海口市;023002-三亚市;023003-三沙市;023004-儋州市;024001-重庆市;025001-成都市;025002-自贡市;025003-攀枝花市;025004-泸州市;025005-德阳市;025006-绵阳市;025007-广元市;025008-遂宁市;025009-内江市;025010-乐山市;025011-南充市;025012-眉山市;025013-宜宾市;025014-广安市;025015-达州市;025016-雅安市;025017-巴中市;025018-资阳市;025019-阿坝藏族羌族自治州;025020-甘孜藏族自治州;025021-凉山彝族自治州;026001-贵阳市;026002-六盘水市;026003-遵义市;026004-安顺市;026005-毕节市;026006-铜仁市;026007-黔西南布依族苗族自治州;026008-黔东南苗族侗族自治州;026009-黔南布依族苗族自治州;027001-昆明市;027002-曲靖市;027003-玉溪市;027004-保山市;027005-昭通市;027006-丽江市;027007-普洱市;027008-临沧市;027009-楚雄彝族自治州;027010-红河哈尼族彝族自治州;027011-文山壮族苗族自治州;027012-西双版纳傣族自治州;027013-大理白族自治州;027014-德宏傣族景颇族自治州;027015-怒江傈僳族自治州;027016-迪庆藏族自治州;028001-拉萨市;028002-日喀则市;028003-昌都市;028004-林芝市;028005-山南市;028006-那曲市;028007-阿里地区;029001-西安市;029002-铜川市;029003-宝鸡市;029004-咸阳市;029005-渭南市;029006-延安市;029007-汉中市;029008-榆林市;029009-安康市;029010-商洛市;030001-兰州市;030002-嘉峪关市;030003-金昌市;030004-白银市;030005-天水市;030006-武威市;030007-张掖市;030008-平凉市;030009-酒泉市;030010-庆阳市;030011-定西市;030012-陇南市;030013-临夏回族自治州;030014-甘南藏族自治州;031001-西宁市;031002-海东市;031003-海北藏族自治州;031004-黄南藏族自治州;031005-海南藏族自治州;031006-果洛藏族自治州;031007-玉树藏族自治州;031008-海西蒙古族藏族自治州;032001-银川市;032002-石嘴山市;032003-吴忠市;032004-固原市;032005-中卫市;033001-乌鲁木齐市;033002-克拉玛依市;033003-吐鲁番市;033004-哈密市;033005-昌吉回族自治州;033006-博尔塔拉蒙古自治州;033007-巴音郭楞蒙古自治州;033008-阿克苏地区;033009-克孜勒苏柯尔克孜自治州;033010-喀什地区;033011-和田地区;033012-伊犁哈萨克自治州;033013-塔城地区;033014-阿勒泰地区;034001-台湾省;035001-香港特别行政区;036001-澳门特别行政区; 

关联交易类型    0-资金源于非关联方用于关联方;1-资金来源于关联方用于非关联方;2-资金来源于关联方用于关联方;3-以信托资金支付关联方费用;4-其他关联交易;   

关联类型        1-1-信托公司的自然人控股股东、实际控制人，及其一致行动人、最终受益人;2-2-持有或控制信托公司5%以上股权的，或持股不足5%但对信托公司经营 管理有重大影响的自然人;3-3-信托公司的董事、监事、总行和重要分行的高级管理人员，以及具有大额授信、资产转移等核心业务审批或决策权的人员;4-4-第1至3项所列关联方的配偶、父母、成年子女及兄弟姐妹;5-5-信托公司的法人控股股东、实际控制人，及其一致行动人、最终受益人;6-6-持有或控制信托公司5%以上股权的，或者持股不足5%但对信托公司经营管理有重大影响的法人或非法人组织，及其控股股东、实际控制人、一致行动人、最终受益人;7-7-第5、6项所列关联方的董事、监事、高级管理 人员;8-8-第5项所列关联方控制或施加重大影响的法人或非法人组织，第6项所列关联方控制的法人或非法人组织;9-9-信托公司控制或施加重大影响的法人或非法人组织;10-10-第1项所列关联方控制或施加重大影响的法人或非法人组织，第2至第4项所列关联方控制的法人或非法人组织;11-11-信托公司认定的其他自然人、法人或非法人组织;12-12-金融监管总局或其派出机构认定可能导致信托公司利益转移的自然人、法人或非法人组织;

关联交易性质    0-重大关联交易;1-一般关联交易;

委托资产类型    0-资金;1-股票;2-债券;3-未上市公司股权;4-合伙企业份额;5-银行信贷资产;6-信托贷款;7-应收账款;8-租赁债权;9-其他债权资产;10-特定资产收（受 ）益权;11-信托受益权;12-其他资产管理产品份额;13-私募证券投资基金;14-人身保险合同权利;15-衍生品;16-其他金融资产;17-不动产;18-动产;19-知识产权;20-另类资产;21-中国核证自愿减排量（CCER）;22-用益物权;23-担保物权;24-数据权益;25-其他;

委托人形式      0-单一自然人委托;1-单一自然人及其家庭成员共同委托;2-单一自然人及其亲属共同委托;

受益权类型      0-普通;1-优先;2-中间;3-劣后;

付息方式        0-按月结息;1-按季结息;2-按半年结息;3-按年结息;4-不定期结息;5-不计利息;6-利随本清;7-其他;

受益凭据状态    0-有效;1-冻结;2-质押;3-让与担保;4-终结;
